 유형 , 시도 , 시군 , 단지명 , 조성상태 , 지정면적 , 관리면적 , 전체면적 , 분양대상 , 분양 , 미분양 , 분양률 , 입주업체 , 가동업체 , 고용(남) , 고용(여) , 고용(계) , 누계생산(백만원) , 누계수출(천달러) 
일반,충북,음성군,리노삼봉,조성중,246 ,245 ,179 ,127 ,127 ,0 ,100 ,14 ,8 ,168 ,44 ,212 ,"8,300 ","1,330 "
일반,충북,진천군,문백정밀기계,완료,400 ,400 ,142 ,142 ,142 ,0 ,100 ,4 ,4 ,120 ,21 ,141 ,"11,858 ",0 
일반,충북,괴산군,괴산자연드림파크산업단지(구:괴산유기식품),조성중,806 ,806 ,185 ,185 ,50 ,135 ,27 ,14 ,14 ,108 ,171 ,279 ,"4,900 ",0 
일반,충북,단양군,단양(구 단양신소재),완료,351 ,350 ,189 ,189 ,175 ,14 ,93 ,9 ,9 ,154 ,35 ,189 ,"22,707 ",0 
일반,충북,음성군,상우(구 감곡),조성중,581 ,582 ,345 ,329 ,329 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,문백금성,완료,118 ,118 ,69 ,69 ,69 ,0 ,100 ,2 ,2 ,,,,,
일반,충북,진천군,문백태흥(구 태략협동화),조성중,97 ,97 ,74 ,74 ,74 ,0 ,100 ,4 ,3 ,146 ,28 ,174 ,586 ,0 
일반,충북,충주시,대신,완료,47 ,47 ,28 ,28 ,28 ,0 ,100 ,1 ,1 ,,,,,
일반,충북,증평군,덕유,완료,60 ,60 ,40 ,40 ,40 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,생극,완료,457 ,457 ,313 ,313 ,313 ,0 ,100 ,40 ,34 ,460 ,142 ,602 ,"5,800 ",46 
일반,충북,진천군,죽현,완료,145 ,145 ,119 ,119 ,119 ,0 ,100 ,2 ,2 ,,,,,
일반,충북,충주시,KGC예본(구 KT&G),완료,87 ,92 ,59 ,59 ,59 ,0 ,100 ,1 ,1 ,,,,,
일반,충북,괴산군,괴산대제(건축자재),완료,849 ,849 ,554 ,554 ,554 ,0 ,100 ,44 ,43 ,497 ,157 ,654 ,"86,000 ","1,960 "
일반,충북,음성군,오선,완료,459 ,459 ,349 ,349 ,349 ,0 ,100 ,19 ,14 ,346 ,117 ,463 ,"9,160 ",0 
일반,충북,청주시,오창과학 (① + ②),완료,"9,597 ","8,357 ","4,487 ","4,487 ","4,422 ",65 ,99 ,229 ,224 ,"15,570 ","3,573 ","19,143 ","6,362,340 ","2,563,216 "
일반,충북,청주시,   오창과학 ①,완료,"8,843 ","7,797 ","3,927 ","3,927 ","3,927 ",0 ,100 ,216 ,211 ,"13,048 ","3,218 ","16,266 ","5,992,448 ","2,387,868 "
일반,충북,청주시,   오창(외국인) ②,완료,754 ,560 ,560 ,560 ,495 ,65 ,88 ,13 ,13 ,"2,522 ",355 ,"2,877 ","369,892 ","175,348 "
일반,충북,청주시,오창제2,완료,"1,390 ","1,390 ",520 ,520 ,520 ,0 ,100 ,8 ,8 ,"3,995 ","1,855 ","5,850 ","1,648,057 ","1,073,681 "
일반,충북,청주시,현도,완료,719 ,719 ,415 ,415 ,415 ,0 ,100 ,4 ,4 ,493 ,145 ,638 ,"284,462 ","42,634 "
일반,충북,청주시,옥산,완료,"1,393 ","1,392 ",768 ,768 ,768 ,0 ,100 ,60 ,51 ,"2,058 ",426 ,"2,484 ","623,337 ","239,368 "
일반,충북,청주시,청주에어로폴리스2지구,조성중,409 ,409 ,240 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,유촌,완료,413 ,413 ,284 ,284 ,284 ,0 ,100 ,46 ,34 ,711 ,355 ,"1,066 ","9,610 ",356 
일반,충북,청주시,강내,완료,67 ,66 ,54 ,54 ,54 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,산수 (① + ②),완료,"1,304 ","1,296 ",868 ,868 ,868 ,0 ,100 ,75 ,70 ,"3,244 ",895 ,"4,139 ","471,918 ","346,166 "
일반,충북,진천군,   산수 ①,완료,"1,196 ","1,188 ",760 ,760 ,760 ,0 ,100 ,72 ,68 ,"3,203 ",889 ,"4,092 ","446,212 ","331,710 "
일반,충북,진천군,   산수(산수중소협력외국인) ②,완료,108 ,108 ,108 ,108 ,108 ,0 ,100 ,3 ,2 ,,,,,
일반,충북,보은군,보은동부,완료,688 ,688 ,358 ,358 ,358 ,0 ,100 ,1 ,1 ,,,,,
일반,충북,청주시 흥덕구,오송제2생명과학,완료,"3,284 ","1,673 ","1,162 ","1,162 ","1,162 ",0 ,100 ,115 ,70 ,"1,422 ",661 ,"2,083 ","328,148 ","67,842 "
일반,충북,충주시,충주제5,완료,296 ,296 ,203 ,203 ,6 ,197 ,3 ,7 ,7 ,556 ,81 ,637 ,"687,526 ","53,996 "
일반,충북,보은군,보은,완료,"1,276 ","1,276 ",799 ,799 ,731 ,68 ,91 ,53 ,42 ,495 ,183 ,678 ,"219,350 ","95,820 "
일반,충북,제천시,제천제3,완료,"1,088 ","1,088 ",699 ,699 ,536 ,163 ,77 ,12 ,12 ,259 ,207 ,466 ,"76,400 ","3,761 "
일반,충북,충주시,충주인프라시티,조성중,149 ,149 ,60 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,옥천군,옥천테크노밸리(구:옥천제2의료기기),완료,357 ,357 ,235 ,235 ,219 ,16 ,93 ,3 ,3 ,84 ,43 ,127 ,"100,000 ",440 
일반,충북,음성군,성본,완료,"2,002 ","2,002 ",781 ,781 ,596 ,185 ,76 ,59 ,36 ,"2,343 ","1,052 ","3,395 ","140,250 ","37,048 "
일반,충북,진천군,에스폼,완료,414 ,413 ,274 ,274 ,274 ,0 ,100 ,2 ,2 ,,,,,
일반,충북,진천군,케이푸드밸리(구 송두),완료,832 ,832 ,655 ,655 ,655 ,0 ,100 ,5 ,3 ,"1,133 ",405 ,"1,538 ","257,400 ","84,600 "
일반,충북,괴산군,충청북도수산식품,완료,76 ,76 ,30 ,30 ,25 ,5 ,83 ,4 ,4 ,12 ,21 ,33 ,0 ,0 
일반,충북,음성군,성안,조성중,136 ,136 ,69 ,68 ,68 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,금왕테크노밸리,조성중,"1,083 ","1,044 ",721 ,706 ,706 ,0 ,100 ,76 ,54 ,"1,455 ",648 ,"2,103 ","38,716 ","2,500 "
일반,충북,충주시,화석,완료,71 ,71 ,44 ,44 ,44 ,0 ,100 ,1 ,1 ,,,,,
일반,충북,청주시,청주센트럴벨리일반산업단지(구:국사),미개발,958 ,956 ,504 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,오창테크노폴리스,조성중,"2,004 ","1,493 ",878 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,충주시,충주특화기술(구 녹색패션),조성중,201 ,201 ,93 ,88 ,88 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,신척(구 진천),완료,"1,536 ","1,536 ","1,025 ","1,025 ","1,025 ",0 ,100 ,99 ,94 ,"1,550 ",771 ,"2,321 ","1,273,800 ","261,940 "
일반,충북,청주시,오창제3(구 성재),완료,576 ,576 ,365 ,365 ,365 ,0 ,100 ,36 ,35 ,700 ,187 ,887 ,"527,631 ","15,889 "
일반,충북,충주시,충주메가폴리스,완료,"1,784 ","1,783 ","1,236 ","1,236 ","1,236 ",0 ,100 ,55 ,53 ,"5,937 ","1,343 ","7,280 ","483,312 ","337,338 "
일반,충북,충주시,동충주(구:북부),완료,"1,387 ","1,386 ",859 ,859 ,431 ,428 ,50 ,13 ,9 ,180 ,47 ,227 ,"10,000 ",0 
일반,충북,음성군,맹동인곡,조성중,"1,733 ","1,729 ",905 ,153 ,0 ,153 ,0 ,22 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,성안제2,조성중,301 ,301 ,186 ,56 ,56 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,충주시,산척,조성중,132 ,132 ,88 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,남청주현도,조성중,"1,051 ","1,029 ",356 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,용산,조성중,"1,036 ","1,036 ",638 ,481 ,466 ,15 ,97 ,24 ,3 ,211 ,31 ,242 ,"8,028 ",0 
일반,충북,청주시,서오창테크노밸리,조성중,904 ,904 ,471 ,0 ,0 ,0 ,0 ,1 ,1 ,,,,,
일반,충북,청주시,오송화장품,미개발,795 ,795 ,370 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,청주하이테크밸리,미개발,"1,007 ",973 ,670 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,청주그린스마트밸리(구:북이),조성중,"1,002 ",970 ,613 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,제천시,제천봉양,완료,134 ,134 ,91 ,91 ,91 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,충주시,충주드림파크,미개발,"1,698 ","1,683 ","1,064 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,청주한국전통공예촌복합문화,미개발,303 ,303 ,59 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,진천테크노폴리스,조성중,806 ,806 ,590 ,148 ,148 ,0 ,100 ,4 ,0 ,221 ,287 ,508 ,0 ,0 
일반,충북,충주시,충주비즈코어시티,미개발,274 ,274 ,155 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,음성테크노폴리스,미개발,653 ,653 ,444 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,오송바이오,미개발,283 ,283 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,문백,미개발,299 ,298 ,172 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,진천스마트복합산업단지,미개발,"1,135 ","1,135 ",763 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,진천군,진천메가폴리스산업단지,미개발,"1,460 ","1,449 ",852 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,청주에어로폴리스3일반산업단지(충북경제자유구역),미개발,"1,129 ","1,129 ",720 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,영동군,황간산업단지,미개발,210 ,210 ,142 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,음성삼성테크노,미개발,"1,481 ","1,481 ",890 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,청주시,오창나노테크스마트밸리산업단지,미개발,"1,612 ","1,612 ",922 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,충주시,충주법현산업단지,미개발,278 ,277 ,190 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,증평군,증평3일반산업단지,미개발,772 ,772 ,542 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,생극제2산업단지,미개발,403 ,403 ,281 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,충주시,중원제2일반산업단지,미개발,230 ,230 ,161 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,충북,청주시,청주도시첨단문화,완료,49 ,48 ,43 ,43 ,43 ,0 ,100 ,61 ,61 ,210 ,155 ,365 ,0 ,0 
도시첨단,충북,음성군,충북진천·음성혁신도시 도시첨단,완료,224 ,223 ,158 ,158 ,158 ,0 ,100 ,251 ,196 ,297 ,161 ,458 ,"3,070 ",370 
도시첨단,충북,음성군,충북진천·음성혁신도시 도시첨단(2)산업단지,미개발,104 ,103 ,59 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,충북,제천시,강저테크노빌(구 강저),완료,126 ,126 ,108 ,108 ,108 ,0 ,100 ,22 ,21 ,141 ,109 ,250 ,"13,174 ",130 
농공,충북,제천시,고암테크노빌(구 고암),완료,174 ,168 ,152 ,152 ,152 ,0 ,100 ,21 ,20 ,134 ,97 ,231 ,"12,470 ",56 
농공,충북,제천시,금성테크노빌(구 금성),완료,86 ,85 ,73 ,73 ,73 ,0 ,100 ,16 ,14 ,78 ,44 ,122 ,"26,538 ","1,070 "
농공,충북,제천시,송학테크노빌(구 송학),완료,90 ,89 ,73 ,73 ,73 ,0 ,100 ,9 ,9 ,89 ,34 ,123 ,"23,260 ","5,356 "
농공,충북,제천시,양화테크노빌(구 양화),완료,149 ,148 ,98 ,98 ,49 ,49 ,50 ,17 ,17 ,98 ,34 ,132 ,"1,600 ",0 
농공,충북,충주시,중앙탑(구 가금),완료,223 ,223 ,199 ,199 ,199 ,0 ,100 ,6 ,6 ,333 ,75 ,408 ,"92,564 ","27,870 "
농공,충북,충주시,가주,완료,132 ,132 ,100 ,100 ,100 ,0 ,100 ,12 ,12 ,89 ,26 ,115 ,"40,020 ",0 
농공,충북,충주시,용탄,완료,192 ,192 ,161 ,161 ,161 ,0 ,100 ,19 ,19 ,340 ,105 ,445 ,"83,617 ","13,473 "
농공,충북,충주시,주덕,완료,159 ,159 ,140 ,140 ,140 ,0 ,100 ,15 ,14 ,287 ,93 ,380 ,"113,230 ",323 
농공,충북,괴산군,괴산테크노빌(구: 괴산농공),완료,55 ,55 ,44 ,44 ,44 ,0 ,100 ,10 ,9 ,98 ,22 ,120 ,"21,200 ",58 
농공,충북,괴산군,사리테크노빌(구:사리농공),완료,112 ,112 ,94 ,94 ,94 ,0 ,100 ,18 ,17 ,444 ,118 ,562 ,"226,000 ","36,600 "
농공,충북,단양군,대강,완료,82 ,80 ,66 ,66 ,66 ,0 ,100 ,16 ,11 ,68 ,102 ,170 ,"28,153 ","5,690 "
농공,충북,단양군,매포자원순환,완료,150 ,149 ,93 ,93 ,93 ,0 ,100 ,2 ,2 ,,,,,
농공,충북,보은군,보은,완료,70 ,69 ,52 ,52 ,52 ,0 ,100 ,8 ,6 ,148 ,191 ,339 ,"32,534 ","3,121 "
농공,충북,보은군,삼승,완료,142 ,145 ,99 ,99 ,99 ,0 ,100 ,14 ,11 ,158 ,106 ,264 ,"30,657 ",299 
농공,충북,보은군,장안,완료,281 ,281 ,242 ,242 ,242 ,0 ,100 ,36 ,27 ,222 ,115 ,337 ,"45,847 ","2,726 "
농공,충북,영동군,법화,완료,123 ,123 ,92 ,92 ,92 ,0 ,100 ,5 ,5 ,180 ,26 ,206 ,"38,040 ",120 
농공,충북,영동군,영동,완료,74 ,74 ,63 ,63 ,63 ,0 ,100 ,8 ,7 ,62 ,44 ,106 ,"24,248 ",0 
농공,충북,영동군,용산,완료,262 ,262 ,243 ,243 ,243 ,0 ,100 ,3 ,2 ,,,,,
농공,충북,옥천군,구일,완료,132 ,132 ,99 ,99 ,99 ,0 ,100 ,9 ,9 ,114 ,24 ,138 ,"50,864 ","50,864 "
농공,충북,옥천군,동이,완료,161 ,161 ,141 ,141 ,141 ,0 ,100 ,15 ,15 ,221 ,142 ,363 ,"30,684 ","1,402 "
농공,충북,옥천군,옥천,완료,282 ,282 ,267 ,267 ,267 ,0 ,100 ,15 ,15 ,305 ,151 ,456 ,"90,746 ","12,008 "
농공,충북,옥천군,이원,완료,142 ,142 ,129 ,129 ,129 ,0 ,100 ,8 ,8 ,368 ,49 ,417 ,"78,224 ","9,572 "
농공,충북,옥천군,청산,완료,65 ,65 ,56 ,56 ,56 ,0 ,100 ,3 ,3 ,65 ,66 ,131 ,"8,062 ",0 
농공,충북,음성군,금왕,완료,141 ,132 ,115 ,115 ,115 ,0 ,100 ,16 ,13 ,313 ,155 ,468 ,"182,640 ","36,200 "
농공,충북,음성군,삼성,완료,165 ,158 ,135 ,135 ,135 ,0 ,100 ,9 ,9 ,460 ,82 ,542 ,"59,800 ","6,300 "
농공,충북,음성군,음성,완료,66 ,62 ,52 ,52 ,52 ,0 ,100 ,26 ,23 ,180 ,104 ,284 ,"3,220 ","1,184 "
농공,충북,증평군,도안테크노밸리(구:도안농공),완료,93 ,93 ,83 ,83 ,83 ,0 ,100 ,5 ,4 ,233 ,36 ,269 ,"60,561 ","9,311 "
농공,충북,증평군,증평테크노밸리(구:증평농공),완료,89 ,89 ,85 ,85 ,85 ,0 ,100 ,2 ,2 ,,,,,
농공,충북,진천군,광혜원,완료,86 ,86 ,81 ,81 ,81 ,0 ,100 ,5 ,5 ,306 ,245 ,551 ,"316,220 ","84,278 "
농공,충북,진천군,덕산,완료,91 ,91 ,81 ,81 ,81 ,0 ,100 ,5 ,4 ,486 ,331 ,817 ,"196,511 ","356,303 "
농공,충북,진천군,문백전기전자,완료,124 ,124 ,111 ,111 ,111 ,0 ,100 ,3 ,3 ,616 ,486 ,"1,102 ","825,900 ","237,490 "
농공,충북,진천군,이월,완료,127 ,127 ,105 ,105 ,105 ,0 ,100 ,11 ,10 ,411 ,129 ,540 ,"130,528 ",0 
농공,충북,진천군,이월전기전자,완료,329 ,329 ,215 ,215 ,215 ,0 ,100 ,15 ,14 ,616 ,134 ,750 ,"240,000 ","12,204 "
농공,충북,진천군,진천,완료,58 ,58 ,48 ,48 ,48 ,0 ,100 ,17 ,17 ,129 ,113 ,242 ,"10,920 ",118 
농공,충북,진천군,초평,완료,136 ,136 ,120 ,120 ,120 ,0 ,100 ,3 ,3 ,260 ,96 ,356 ,"40,472 ","34,200 "
농공,충북,단양군,적성,완료,124 ,124 ,97 ,97 ,97 ,0 ,100 ,17 ,9 ,123 ,40 ,163 ,"11,759 ","1,141 "
농공,충북,청주시 청원구,내수,완료,107 ,107 ,98 ,98 ,98 ,0 ,100 ,3 ,3 ,63 ,29 ,92 ,"11,653 ",0 
농공,충북,청주시,현도,완료,72 ,72 ,53 ,53 ,53 ,0 ,100 ,1 ,1 ,,,,,
농공,충북,진천군,광혜원제2,완료,335 ,335 ,241 ,241 ,241 ,0 ,100 ,5 ,4 ,231 ,96 ,327 ,"58,200 ","5,200 "
농공,충북,괴산군,괴산자연드림파크2단지,완료,321 ,321 ,196 ,196 ,196 ,0 ,100 ,22 ,22 ,348 ,154 ,502 ,"26,800 ",0 
농공,충북,옥천군,옥천의료기기,완료,143 ,143 ,106 ,106 ,106 ,0 ,100 ,7 ,7 ,67 ,80 ,147 ,"45,666 ",348 
농공,충북,증평군,도안2테크노배리(구:도안2농공),완료,133 ,133 ,101 ,101 ,71 ,30 ,70 ,14 ,2 ,,,,,
농공,충북,옥천군,옥천제2농공단지,조성중,78 ,78 ,56 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,충남,보령시,고정,조성중,"6,304 ","6,304 ","3,040 ","3,040 ","3,040 ",0 ,100 ,1 ,1 ,,,,,
국가,충남,서산시,대죽자원비축,완료,912 ,912 ,391 ,391 ,391 ,0 ,100 ,1 ,1 ,,,,,
국가,충남,당진시,석문,완료,"12,012 ","9,471 ","5,098 ","5,098 ","4,143 ",955 ,81 ,220 ,109 ,"1,902 ",196 ,"2,098 ","531,950 ","43,348 "
국가,충남,당진시,아산국가 (① + ②),완료,"6,155 ","4,988 ","3,783 ","3,783 ","3,783 ",0 ,100 ,139 ,120 ,"5,015 ",464 ,"5,479 ","2,948,029 ","690,797 "
국가,충남,당진시,   고대지구 ①,완료,"3,036 ","2,234 ","1,744 ","1,744 ","1,744 ",0 ,100 ,14 ,12 ,865 ,20 ,885 ,"1,133,592 ","431,471 "
국가,충남,당진시,   부곡지구 ②,완료,"3,119 ","2,754 ","2,039 ","2,039 ","2,039 ",0 ,100 ,125 ,108 ,"4,150 ",444 ,"4,594 ","1,814,437 ","259,326 "
국가,충남,서천군,장항국가생태산업단지,조성중,"2,751 ","2,217 ","1,523 ","1,067 ",516 ,551 ,48 ,44 ,27 ,385 ,314 ,699 ,"110,447 ",726 
국가,충남,논산시,논산국방국가산업단지,미개발,870 ,869 ,540 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,공주시,탄천,완료,996 ,996 ,652 ,652 ,652 ,0 ,100 ,34 ,28 ,660 ,120 ,780 ,"160,000 ","9,732 "
일반,충남,공주시,유구자카드,완료,96 ,96 ,61 ,61 ,61 ,0 ,100 ,12 ,8 ,55 ,88 ,143 ,"2,880 ","2,750 "
일반,충남,논산시,논산,완료,253 ,253 ,165 ,165 ,165 ,0 ,100 ,24 ,24 ,448 ,568 ,"1,016 ","154,442 ","2,400 "
일반,충남,논산시,논산2,완료,509 ,509 ,388 ,388 ,388 ,0 ,100 ,10 ,10 ,383 ,102 ,485 ,"69,234 ","17,141 "
일반,충남,논산시,동산,완료,729 ,728 ,476 ,476 ,476 ,0 ,100 ,22 ,15 ,402 ,60 ,462 ,"91,581 ","12,238 "
일반,충남,보령시,관창,조성중,"2,442 ","2,442 ","1,256 ","1,256 ","1,256 ",0 ,100 ,15 ,15 ,"1,696 ",143 ,"1,839 ","417,186 ","202,310 "
일반,충남,보령시,영보,조성중,"1,251 ","1,251 ",834 ,323 ,323 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,대산,완료,"1,103 ","1,103 ",863 ,863 ,863 ,0 ,100 ,4 ,4 ,"1,440 ",55 ,"1,495 ","13,806,781 ","5,982,834 "
일반,충남,서산시,대죽,완료,"2,101 ","2,101 ","1,541 ","1,541 ","1,541 ",0 ,100 ,12 ,12 ,804 ,57 ,861 ,"414,273 ","158,646 "
일반,충남,서산시,서산테크노밸리,완료,"1,986 ","1,986 ",683 ,683 ,683 ,0 ,100 ,68 ,49 ,907 ,228 ,"1,135 ","48,262 ","4,220 "
일반,충남,아산시,인주 (① + ② + ③),완료,"3,530 ","3,527 ","2,554 ","2,554 ","2,554 ",0 ,100 ,48 ,43 ,"4,446 ",352 ,"4,798 ","3,167,261 ","1,432,598 "
일반,충남,아산시,   인주1 ①,완료,"1,553 ","1,552 ",981 ,981 ,981 ,0 ,100 ,40 ,36 ,"1,719 ",248 ,"1,967 ","849,429 ","64,037 "
일반,충남,아산시,   인주(외국인) ②,완료,165 ,164 ,159 ,159 ,159 ,0 ,100 ,7 ,6 ,453 ,33 ,486 ,"170,593 ","32,974 "
일반,충남,아산시,   아산현대모터스밸리(구 인주2) ③,완료,"1,812 ","1,811 ","1,414 ","1,414 ","1,414 ",0 ,100 ,1 ,1 ,,,,,
일반,충남,아산시,아산테크노밸리,완료,"2,984 ","2,984 ","1,374 ","1,374 ","1,374 ",0 ,100 ,83 ,80 ,"5,319 ",985 ,"6,304 ","325,340 ","199,511 "
일반,충남,아산시,운용,완료,74 ,74 ,64 ,64 ,64 ,0 ,100 ,10 ,7 ,73 ,11 ,84 ,"23,397 ","11,718 "
일반,충남,천안시,천안3 (① + ②),완료,"2,134 ","2,100 ","1,385 ","1,385 ","1,385 ",0 ,100 ,51 ,50 ,"10,512 ","5,529 ","16,041 ","7,735,502 ","366,529 "
일반,충남,천안시,   천안제3 ①,완료,"1,641 ","1,608 ",912 ,912 ,912 ,0 ,100 ,14 ,14 ,"6,095 ","4,656 ","10,751 ","6,500,000 ","201,600 "
일반,충남,천안시,   천안3(외국인) ②,완료,493 ,492 ,473 ,473 ,473 ,0 ,100 ,37 ,36 ,"4,417 ",873 ,"5,290 ","1,235,502 ","164,929 "
일반,충남,천안시,천안제2[재생사업지구],완료,828 ,827 ,567 ,567 ,567 ,0 ,100 ,230 ,228 ,"2,826 ",936 ,"3,762 ","1,540,888 ","239,206 "
일반,충남,천안시,천안제4,완료,"1,006 ","1,006 ",629 ,629 ,629 ,0 ,100 ,85 ,85 ,"3,618 ","1,206 ","4,824 ","247,000 ","182,600 "
일반,충남,천안시,천안산업기술,완료,183 ,183 ,131 ,131 ,131 ,0 ,100 ,187 ,187 ,958 ,371 ,"1,329 ","228,442 ",636 
일반,충남,천안시,천흥,완료,651 ,649 ,426 ,426 ,426 ,0 ,100 ,14 ,12 ,374 ,184 ,558 ,"101,683 ","7,125 "
일반,충남,천안시,풍세,완료,"1,645 ","1,644 ",823 ,823 ,823 ,0 ,100 ,81 ,80 ,"2,785 ",897 ,"3,682 ","523,671 ","29,392 "
일반,충남,당진시,합덕,완료,970 ,969 ,577 ,577 ,569 ,8 ,99 ,59 ,56 ,"1,095 ",296 ,"1,391 ","64,000 ","10,006 "
일반,충남,홍성군,홍성,완료,"1,135 ","1,135 ",772 ,772 ,730 ,42 ,95 ,9 ,9 ,609 ,34 ,643 ,"176,133 ","44,806 "
일반,충남,예산군,예산,완료,"1,507 ","1,506 ","1,030 ","1,030 ","1,030 ",0 ,100 ,45 ,40 ,"2,287 ",394 ,"2,681 ","751,678 ","157,366 "
일반,충남,예산군,예산신소재,완료,"1,040 ",654 ,315 ,315 ,315 ,0 ,100 ,13 ,13 ,248 ,86 ,334 ,"23,568 ",940 
일반,충남,서산시,대산컴플렉스,완료,648 ,648 ,478 ,478 ,478 ,0 ,100 ,3 ,3 ,272 ,24 ,296 ,"116,817 ","39,526 "
일반,충남,당진시,현대제철(구 송산),조성중,"5,717 ","5,715 ","4,341 ","4,280 ","4,280 ",0 ,100 ,1 ,1 ,,,,,
일반,충남,당진시,합덕인더스파크,완료,641 ,640 ,469 ,469 ,363 ,106 ,77 ,5 ,5 ,409 ,316 ,725 ,"140,000 ","34,620 "
일반,충남,당진시,당진1철강,조성중,"2,080 ","2,012 ","1,659 ","1,659 ","1,659 ",0 ,100 ,4 ,4 ,"1,292 ",22 ,"1,314 ","2,590,800 ","548,060 "
일반,충남,서산시,현대대죽,조성중,673 ,671 ,609 ,609 ,609 ,0 ,100 ,4 ,2 ,,,,,
일반,충남,예산군,예당 (① + ②),조성중,"1,043 ","1,043 ",666 ,666 ,666 ,0 ,100 ,57 ,47 ,935 ,130 ,"1,065 ","216,670 ","15,394 "
일반,충남,예산군,   예당(1공구) ①,완료,995 ,995 ,666 ,666 ,666 ,0 ,100 ,57 ,47 ,935 ,130 ,"1,065 ","216,670 ","15,394 "
일반,충남,예산군,   예당(2공구) ②,미개발,48 ,48 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,계룡시,계룡제1(구 입암),완료,323 ,323 ,156 ,156 ,156 ,0 ,100 ,24 ,24 ,425 ,194 ,619 ,"209,700 ",238 
일반,충남,공주시,세종(구 가산),미개발,664 ,660 ,450 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산디스플레이시티2(구 탕정2),조성중,"2,095 ","2,094 ",687 ,577 ,577 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산디스플레이시티1(구 탕정컴플렉스),완료,"2,534 ","2,451 ","1,562 ","1,562 ","1,562 ",0 ,100 ,6 ,6 ,"11,240 ","4,063 ","15,303 ","11,389,196 ","7,914,784 "
